playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8477504,2020,Josh Morrissey,WPG,D,4on5,56,3712.0,95.0,14.62,0.08,0.11,0.14,0.1,0.16,0.11,167.0,1.62,0.22,0.07,0.18,0.05,0.41,1.06,0.2,0.22,0.2,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,0.01,0.0,0.21,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.02,0.0,0.0,0.24,0.24,0.21,95.0,0.0,26.0,0.0,69.0,4.0,23.0,17.0,51.0,0.0,0.0,9089.0,0.0,0.0,0.0,5.0,13.26,0.7,0.68,0.7,0.68,12.0,6.0,1.0,19.0,0.0,0.0,0.0,16.0,1.0,1.0,0.41,0.09,0.21,0.0,0.0,0.0,19.0,18.0,18.0,0.13,0.0,0.0,0.83,0.83,0.8,69.24,8.5,7.75,8.5,7.75,76.0,20.0,24.0,120.0,10.0,10.0,2.0,67.0,18.0,11.0,2.06,2.04,4.4,3.0,1.0,6.0,120.0,96.0,96.0,1.63,2.55,2.19,7.94,7.94,7.46,1.58,12.65,26.0,243.0,0.03,0.01,2.0,1.0,2.0,1.0
8477504,2020,Josh Morrissey,WPG,D,5on4,56,9265.0,119.0,17.3,0.77,0.91,0.83,0.89,0.82,0.87,72.0,19.15,0.89,1.94,4.69,0.6,13.66,7.23,0.83,0.89,0.83,4.0,3.0,23.0,6.0,23.0,52.0,8.0,1.0,1.0,0.0,8.0,1.0,8.0,10.0,22.0,28.0,2.0,4.0,0.0,6.0,2.0,5.0,28.0,1.0,0.0,0.79,0.1,0.0,1.0,0.0,0.0,52.0,29.0,29.0,1.0,0.48,0.32,0.07,1.31,1.31,1.23,119.0,74.0,1.0,8.0,36.0,18.0,8.0,19.0,74.0,0.0,0.0,6444.0,4.0,0.0,0.0,11.0,137.74,11.36,10.81,11.36,10.81,139.0,58.0,58.0,255.0,14.0,11.0,2.0,152.0,37.0,8.0,3.54,4.02,3.8,4.0,4.0,6.0,255.0,197.0,197.0,3.19,1.26,1.26,13.27,13.27,12.79,31.48,3.37,3.35,3.37,3.35,37.0,6.0,8.0,51.0,2.0,1.0,0.0,28.0,11.0,4.0,0.89,1.48,1.0,1.0,1.0,0.0,51.0,43.0,43.0,0.37,0.25,0.25,3.49,3.49,3.48,18.25,1.76,220.0,27.0,0.3,0.0,4.0,1.0,4.0,0.0
8476779,2020,Brad Hunt,MIN,D,other,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476779,2020,Brad Hunt,MIN,D,all,12,8880.0,185.0,-0.95,0.57,0.43,0.51,0.43,0.52,0.45,68.0,14.07,0.76,0.99,3.23,0.43,8.5,6.09,0.73,0.77,0.74,0.0,0.0,14.0,6.0,11.0,31.0,1.0,1.0,1.0,0.0,3.0,0.0,7.0,8.0,13.0,19.0,2.0,4.0,0.0,4.0,2.0,1.0,17.0,2.0,1.0,0.32,0.22,0.22,1.0,0.0,0.0,31.54,20.0,20.36,0.0,0.21,0.01,0.22,0.76,0.78,0.76,185.0,21.0,18.0,26.0,120.0,30.0,32.0,28.0,95.0,0.0,0.0,34338.0,4.0,0.0,0.0,6.0,75.09,6.32,6.16,6.37,6.21,70.0,33.0,22.0,125.0,3.0,7.0,0.0,73.0,24.0,6.0,1.66,2.79,1.87,1.0,0.0,2.0,126.38,103.0,104.3,1.28,1.0,1.0,6.6,6.67,6.58,67.76,4.73,4.68,4.72,4.68,65.0,29.0,26.0,120.0,10.0,5.0,2.0,78.0,13.0,3.0,2.29,1.67,0.77,7.0,2.0,1.0,122.4,94.0,94.98,0.82,0.49,0.49,5.05,5.09,5.07,21.76,28.46,448.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
8476779,2020,Brad Hunt,MIN,D,5on5,12,7580.0,162.0,-0.95,0.48,0.48,0.42,0.43,0.45,0.46,68.0,9.97,0.6,0.64,2.38,0.31,5.64,4.44,0.58,0.61,0.59,0.0,0.0,10.0,4.0,6.0,20.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,9.0,13.0,2.0,4.0,0.0,4.0,2.0,1.0,11.0,2.0,1.0,0.16,0.22,0.22,1.0,0.0,0.0,20.54,14.0,14.36,0.0,0.13,0.0,0.22,0.51,0.53,0.53,162.0,11.0,18.0,25.0,108.0,24.0,31.0,24.0,83.0,0.0,0.0,26570.0,4.0,0.0,0.0,6.0,51.85,3.84,3.79,3.89,3.84,47.0,25.0,11.0,83.0,2.0,3.0,0.0,52.0,17.0,3.0,1.13,1.9,0.81,1.0,0.0,1.0,84.38,72.0,73.3,0.7,0.37,0.37,4.17,4.23,4.21,62.67,4.1,4.06,4.1,4.06,60.0,28.0,26.0,114.0,10.0,5.0,2.0,75.0,11.0,2.0,2.24,1.31,0.56,7.0,2.0,1.0,116.4,88.0,88.98,0.74,0.49,0.49,4.35,4.39,4.37,16.09,17.23,346.0,465.0,0.15,0.06,5.0,3.0,4.0,1.0
8476779,2020,Brad Hunt,MIN,D,4on5,12,99.0,4.0,-0.2,1.0,0.12,1.0,0.16,1.0,0.18,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1211.0,0.0,0.0,0.0,0.0,1.85,0.45,0.4,0.45,0.4,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.15,0.29,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.29,0.29,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.27,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8476779,2020,Brad Hunt,MIN,D,5on4,12,1201.0,19.0,-1.63,0.83,0.86,0.89,0.92,0.85,0.89,21.0,4.1,0.16,0.35,0.85,0.12,2.86,1.65,0.15,0.16,0.15,0.0,0.0,4.0,2.0,5.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,0.0,0.08,0.01,0.0,0.25,0.25,0.24,19.0,10.0,0.0,1.0,8.0,5.0,1.0,3.0,10.0,0.0,0.0,1474.0,0.0,0.0,0.0,0.0,20.69,2.02,1.96,2.02,1.96,20.0,8.0,11.0,39.0,1.0,3.0,0.0,20.0,6.0,2.0,0.51,0.74,0.77,0.0,0.0,1.0,39.0,28.0,28.0,0.53,0.33,0.33,2.23,2.23,2.17,4.2,0.42,0.42,0.42,0.42,4.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.05,0.36,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.07,0.0,0.0,0.48,0.48,0.48,1.34,0.21,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8476887,2020,Filip Forsberg,NSH,L,other,39,2084.0,23.0,23.65,0.48,0.46,0.71,0.37,0.69,0.39,120.0,7.59,0.9,0.72,2.12,0.42,3.61,2.24,0.81,0.9,0.81,0.0,3.0,8.0,2.0,8.0,18.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,0.24,0.17,0.49,0.0,1.0,0.0,18.0,10.0,10.0,2.0,0.22,0.84,0.51,0.61,0.61,0.59,23.0,3.0,3.0,4.0,13.0,0.0,0.0,6.0,17.0,0.0,0.0,1782.0,0.0,0.0,0.0,1.0,39.92,6.58,6.19,6.58,6.19,41.0,15.0,26.0,82.0,5.0,6.0,2.0,38.0,11.0,7.0,1.62,1.45,3.52,1.0,2.0,2.0,82.0,56.0,56.0,1.09,2.15,2.15,5.52,5.52,5.25,16.07,7.15,7.15,7.15,7.15,15.0,10.0,8.0,33.0,7.0,0.0,0.0,10.0,4.0,11.0,0.43,0.43,6.29,0.0,0.0,7.0,33.0,25.0,25.0,0.21,0.0,0.0,7.37,7.37,7.36,4.67,5.56,28.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0
8476887,2020,Filip Forsberg,NSH,L,all,39,42836.0,842.0,33.97,0.58,0.47,0.6,0.47,0.6,0.48,119.0,128.69,11.27,9.0,29.31,4.33,73.85,49.23,10.86,11.17,10.77,9.0,11.0,128.0,49.0,35.0,212.0,32.0,12.0,10.0,2.0,28.0,4.0,62.0,61.0,116.0,165.0,8.0,16.0,2.0,47.0,22.0,21.0,139.0,27.0,11.0,4.47,3.32,3.48,4.0,4.0,4.0,207.37,177.0,173.63,11.0,2.06,2.98,2.12,11.21,11.13,10.86,842.0,171.0,69.0,157.0,445.0,91.0,118.0,128.0,505.0,2.0,5.0,99502.0,16.0,16.0,8.0,14.0,464.69,42.08,40.4,41.95,40.28,461.0,191.0,193.0,845.0,39.0,39.0,7.0,519.0,99.0,34.0,15.1,12.4,14.59,11.0,14.0,14.0,833.14,652.0,644.64,7.89,9.88,9.88,40.09,39.91,38.73,308.15,30.89,30.33,30.99,30.42,313.0,115.0,139.0,567.0,31.0,19.0,4.0,320.0,81.0,27.0,10.03,9.98,10.87,12.0,7.0,12.0,575.28,428.0,432.67,4.31,4.21,4.21,30.98,31.05,30.77,64.53,73.81,1344.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0
8476887,2020,Filip Forsberg,NSH,L,5on5,39,34182.0,741.0,33.97,0.51,0.52,0.53,0.52,0.54,0.52,123.0,90.56,7.77,6.21,20.92,2.86,50.62,36.62,7.49,7.68,7.4,3.0,4.0,90.0,35.0,14.0,139.0,15.0,8.0,6.0,2.0,22.0,3.0,42.0,44.0,82.0,117.0,8.0,16.0,2.0,44.0,20.0,17.0,97.0,22.0,6.0,3.44,2.68,1.64,4.0,2.0,2.0,134.37,125.0,121.63,8.0,1.29,0.98,1.61,7.45,7.37,7.18,741.0,109.0,65.0,145.0,422.0,79.0,113.0,105.0,444.0,2.0,5.0,80555.0,16.0,16.0,8.0,13.0,316.69,22.49,21.94,22.36,21.82,304.0,143.0,114.0,561.0,17.0,22.0,2.0,372.0,64.0,11.0,10.97,8.14,3.38,7.0,7.0,3.0,549.14,447.0,439.64,4.31,3.67,3.67,23.13,22.95,22.54,271.04,21.88,21.33,21.99,21.42,278.0,97.0,124.0,499.0,22.0,19.0,4.0,291.0,70.0,14.0,9.02,8.74,4.12,12.0,5.0,5.0,507.28,375.0,379.67,3.83,4.21,4.21,21.5,21.58,21.3,48.64,45.02,1174.0,1101.0,1.41,0.33,24.0,12.0,19.0,9.0
8476887,2020,Filip Forsberg,NSH,L,4on5,39,11.0,3.0,3.1,0.0,0.36,0.0,0.27,0.0,0.26,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.23,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8476887,2020,Filip Forsberg,NSH,L,5on4,39,6559.0,75.0,34.15,0.88,0.9,0.87,0.89,0.85,0.88,155.0,28.17,2.19,1.93,5.9,0.99,18.57,9.4,2.15,2.19,2.15,6.0,4.0,27.0,12.0,11.0,50.0,12.0,2.0,2.0,0.0,4.0,1.0,17.0,13.0,25.0,37.0,0.0,0.0,0.0,3.0,2.0,1.0,33.0,3.0,3.0,0.72,0.37,1.11,0.0,1.0,1.0,50.0,39.0,39.0,0.0,0.5,1.15,0.0,2.69,2.69,2.63,75.0,59.0,0.0,8.0,8.0,12.0,5.0,17.0,41.0,0.0,0.0,4783.0,0.0,0.0,0.0,0.0,104.99,12.53,11.78,12.53,11.78,112.0,33.0,51.0,196.0,16.0,11.0,3.0,107.0,23.0,15.0,2.37,2.71,7.44,3.0,5.0,8.0,196.0,145.0,145.0,2.43,4.06,4.06,10.9,10.9,10.4,18.87,1.78,1.78,1.78,1.78,19.0,6.0,4.0,29.0,2.0,0.0,0.0,16.0,7.0,2.0,0.52,0.81,0.46,0.0,2.0,0.0,29.0,25.0,25.0,0.24,0.0,0.0,2.02,2.02,2.02,7.29,0.8,97.0,12.0,0.17,0.0,1.0,0.0,1.0,0.0
8480448,2020,Parker Kelly,OTT,C,other,1,5.0,1.0,1.39,0.0,0.43,0.0,0.25,0.0,0.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8480448,2020,Parker Kelly,OTT,C,all,1,452.0,12.0,1.39,0.66,0.51,0.69,0.45,0.64,0.49,12.0,0.79,0.08,0.09,0.21,0.04,0.34,0.24,0.08,0.09,0.09,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,1.07,1.0,1.05,0.0,0.02,0.0,0.0,0.1,0.1,0.1,12.0,1.0,2.0,0.0,9.0,3.0,2.0,0.0,7.0,1.0,0.0,3157.0,0.0,0.0,0.0,0.0,5.1,0.34,0.34,0.35,0.34,4.0,3.0,4.0,11.0,1.0,1.0,0.0,5.0,2.0,0.0,0.17,0.17,0.0,0.0,1.0,0.0,11.42,7.0,7.32,0.07,0.04,0.04,0.37,0.37,0.37,2.49,0.18,0.18,0.18,0.18,2.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,4.92,4.0,3.89,0.05,0.0,0.0,0.23,0.23,0.23,2.17,2.12,43.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
8480448,2020,Parker Kelly,OTT,C,5on5,1,349.0,8.0,1.39,0.67,0.47,0.79,0.48,0.7,0.5,11.0,0.79,0.08,0.09,0.21,0.04,0.34,0.24,0.08,0.09,0.09,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,1.07,1.0,1.05,0.0,0.02,0.0,0.0,0.1,0.1,0.1,8.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,2101.0,0.0,0.0,0.0,0.0,5.1,0.34,0.34,0.35,0.34,4.0,3.0,4.0,11.0,1.0,1.0,0.0,5.0,2.0,0.0,0.17,0.17,0.0,0.0,1.0,0.0,11.42,7.0,7.32,0.07,0.04,0.04,0.37,0.37,0.37,2.19,0.17,0.17,0.17,0.17,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.07,0.09,0.0,0.0,0.0,0.0,2.92,3.0,2.89,0.04,0.0,0.0,0.21,0.21,0.2,1.26,1.43,31.0,34.0,0.01,0.0,1.0,0.0,1.0,0.0
8480448,2020,Parker Kelly,OTT,C,4on5,1,98.0,3.0,1.39,0.0,0.57,0.0,0.33,0.0,0.46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.01,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.02,0.0,0.0,0.03,0.03,0.03,0.57,0.43,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8480448,2020,Parker Kelly,OTT,C,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480160,2020,Radim Simek,S.J,D,other,40,347.0,9.0,2.22,0.86,0.66,0.5,0.52,0.5,0.58,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,1954.0,0.0,0.0,0.0,2.0,2.1,0.63,0.63,0.63,0.63,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04,0.13,0.46,0.0,0.0,0.0,5.0,3.0,3.0,0.03,0.0,0.0,0.65,0.65,0.65,1.98,0.1,0.1,0.1,0.1,2.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.03,0.0,0.0,0.13,0.13,0.13,6.63,3.46,49.0,46.0,0.04,0.0,1.0,0.0,1.0,0.0
8480160,2020,Radim Simek,S.J,D,all,40,34110.0,785.0,6.4,0.51,0.5,0.47,0.5,0.48,0.49,210.0,24.63,1.19,1.31,6.7,0.8,14.27,11.73,1.07,1.12,1.01,1.0,3.0,26.0,10.0,14.0,50.0,6.0,2.0,0.0,0.0,10.0,2.0,7.0,15.0,24.0,34.0,6.0,15.0,0.0,76.0,7.0,13.0,34.0,1.0,1.0,0.78,0.12,0.29,2.0,0.0,0.0,48.3,36.0,34.91,10.0,0.27,0.0,0.33,1.13,1.09,1.03,785.0,65.0,79.0,103.0,538.0,100.0,113.0,92.0,480.0,0.0,0.0,112116.0,15.0,17.0,7.0,49.0,267.34,22.36,21.73,22.35,21.73,247.0,126.0,102.0,475.0,19.0,15.0,2.0,285.0,71.0,17.0,8.63,8.51,5.22,7.0,7.0,5.0,470.41,373.0,371.52,3.71,2.88,2.88,23.19,23.23,22.92,279.68,21.61,21.01,21.7,21.1,279.0,117.0,148.0,544.0,31.0,16.0,3.0,306.0,70.0,20.0,7.72,8.28,5.62,9.0,17.0,5.0,548.26,396.0,397.21,4.04,3.21,3.42,22.23,22.34,22.05,89.35,88.55,1750.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0
